year,comp_id,begin,end,amort,curr_assets,curr_liab,extra_exp,extra_inc,extra_profit_loss,fixed_assets,inc_bef_tax,intang_assets,inventories,liq_assets,material_exp,personnel_exp,profit_loss_year,sales,share_eq,subscribed_cap,tang_assets,D,balsheet_flag,balsheet_length,balsheet_notfullyear,founded_year,exit_year,ceo_count,foreign,female,birth_year,inoffice_days,gender,origin,nace_main,ind2,ind,urban_m,region_m,founded_date,exit_date,status_alive,default,ln_sales,sales_mil,sales_mil_log,d1_sales_mil_log,age,new,ind2_cat,age2,foreign_management,gender_m,m_region_loc,flag_asset_problem,total_assets_bs,extra_exp_pl,extra_inc_pl,extra_profit_loss_pl,inc_bef_tax_pl,inventories_pl,material_exp_pl,profit_loss_year_pl,personnel_exp_pl,intang_assets_bs,curr_liab_bs,fixed_assets_bs,liq_assets_bs,curr_assets_bs,share_eq_bs,subscribed_cap_bs,tang_assets_bs,extra_exp_pl_flag_high,extra_inc_pl_flag_high,inventories_pl_flag_high,material_exp_pl_flag_high,personnel_exp_pl_flag_high,curr_liab_bs_flag_high,liq_assets_bs_flag_high,subscribed_cap_bs_flag_high,extra_exp_pl_flag_error,extra_inc_pl_flag_error,material_exp_pl_flag_error,personnel_exp_pl_flag_error,curr_liab_bs_flag_error,liq_assets_bs_flag_error,extra_profit_loss_pl_flag_low,inc_bef_tax_pl_flag_low,profit_loss_year_pl_flag_low,share_eq_bs_flag_low,extra_profit_loss_pl_flag_high,inc_bef_tax_pl_flag_high,profit_loss_year_pl_flag_high,share_eq_bs_flag_high,extra_profit_loss_pl_flag_zero,inc_bef_tax_pl_flag_zero,profit_loss_year_pl_flag_zero,share_eq_bs_flag_zero,extra_profit_loss_pl_quad,inc_bef_tax_pl_quad,profit_loss_year_pl_quad,share_eq_bs_quad,ceo_age,flag_low_ceo_age,flag_high_ceo_age,flag_miss_ceo_age,ceo_young,labor_avg_mod,flag_miss_labor_avg,default_f,sales_mil_log_sq,flag_low_d1_sales_mil_log,flag_high_d1_sales_mil_log,d1_sales_mil_log_mod,d1_sales_mil_log_mod_sq
2010,1001034.0,2010-01-01,2010-12-31,177.77777099609375,2096.29638671875,19629.62890625,0.0,0.0,0.0,637.0370483398438,-7548.14794921875,0.0,0.0,192.59259033203125,10996.2958984375,5081.4814453125,-7548.14794921875,9929.6298828125,-16896.296875,1481.4814453125,637.0370483398438,,0.0,364.0,0.0,1990.0,,2.0,0.0,0.5,1968.0,5686.5,mix,Domestic,5630.0,56.0,3.0,1.0,Central,1990-11-19,,1,1,9.203278483717437,0.0099296298828125,-4.612232074246838,-1.5197441704782322,20.0,0.0,56.0,400.0,0.0,mix,Central,0.0,2733.3334350585938,0.0,0.0,0.0,-0.7601640784501011,0.0,1.0,-0.7601640784501011,0.511749330567516,0.0,1.0,0.23306232608470168,0.07046070115770661,0.7669376739152983,-1.0,0.542005386650071,0.23306232608470168,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5778494261658915,0.5778494261658915,1.0,42.0,0,0,0,0,0.0833333358168602,0,default,21.27268470671129,1,0,-1.5,2.25
2010,1002029.0,2010-01-01,2010-12-31,22114.814453125,230781.484375,202551.859375,0.0,0.0,0.0,45611.109375,36129.62890625,0.0,107.40740966796876,17788.888671875,742959.25,37888.890625,32559.259765625,843774.0625,102370.3671875,11111.111328125,43166.66796875,,0.0,364.0,0.0,2006.0,,2.0,0.0,0.0,1975.0,3101.0,male,Domestic,2711.0,27.0,2.0,3.0,East,2006-07-03,,1,0,13.64564003928075,0.8437740625,-0.1698705186835242,0.2101380309104003,4.0,0.0,27.0,16.0,0.0,male,East,0.0,276392.59375,0.0,0.0,0.0,0.04281907978920601,0.00012729404048014188,0.8805191851936074,0.038587651852150885,0.04490407125426423,0.0,0.732841125107029,0.16502290729344118,0.06436094553230047,0.8349770927065588,0.37038028334469436,0.04020046694223332,0.15617881573120118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0018334735939943905,0.0014890068754628036,0.13718155429049608,35.0,0,0,0,1,0.4791666567325592,0,no_default,0.028855993117809547,0,0,0.2101380309104003,0.04415799203490035
2010,1003200.0,2010-01-01,2010-12-31,74.0740737915039,922.2222290039062,5388.888671875,0.0,0.0,0.0,948.1481323242188,285.1851806640625,0.0,711.111083984375,118.51851654052734,11455.5556640625,1577.77783203125,285.1851806640625,13792.5927734375,-21392.591796875,1851.851806640625,948.1481323242188,,0.0,364.0,0.0,2003.0,2014.0,2.0,0.0,1.0,,1754.0,female,Domestic,5630.0,56.0,3.0,1.0,Central,2003-10-21,2014-08-09,1,0,9.531886971492462,0.0137925927734375,-4.283623586471813,-0.0944797939665704,7.0,0.0,56.0,49.0,0.0,female,Central,0.0,1870.370361328125,0.0,0.0,0.0,0.020676691130422347,0.05155746244853035,0.8305585361821318,0.020676691130422347,0.11439312810495046,0.0,1.0,0.5069306870597283,0.06336633588246604,0.4930693129402717,-1.0,0.9900989905152527,0.5069306870597283,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004275255561028862,0.0004275255561028862,1.0,46.01158292352245,0,0,1,0,0.6810539701375321,1,no_default,18.349431030577637,0,0,-0.0944797939665704,0.008926431467965592
2010,1004012.0,2010-01-01,2010-12-31,0.0,2670.370361328125,1066.6666259765625,0.0,0.0,0.0,0.0,292.59259033203125,0.0,0.0,651.8518676757812,562.9629516601562,1744.4444580078125,251.8518524169922,2533.333251953125,277.7777709960937,74.0740737915039,0.0,,0.0,364.0,0.0,1991.0,2013.0,1.0,0.0,0.0,,7722.0,male,Domestic,3314.0,33.0,2.0,3.0,West,1991-11-24,2013-06-19,1,1,7.837291205482546,0.0025333332519531,-5.978219352481728,-0.9775344134109796,19.0,0.0,33.0,361.0,0.0,male,West,0.0,2670.370361328125,0.0,0.0,0.0,0.11549707884126616,0.0,0.22222222489920285,0.0994152080950352,0.688596518702345,0.0,0.3994452010941469,0.0,0.24410541590627105,1.0,0.10402218921346147,0.02773925102833403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01333957522086565,0.009883383600579153,0.01082061584876118,46.01158292352245,0,0,1,0,0.0833333358168602,0,default,35.739106626387056,0,0,-0.9775344134109796,0.955573529402748
2010,1007261.0,2010-09-08,2010-12-31,0.0,2459.25927734375,1348.148193359375,0.0,0.0,0.0,0.0,-740.74072265625,0.0,0.0,607.4074096679688,696.2963256835938,2200.0,-740.74072265625,2188.888916015625,1111.111083984375,1851.851806640625,0.0,,0.0,114.0,1.0,2010.0,2015.0,1.0,0.0,0.0,1962.0,1539.0,male,Domestic,5610.0,56.0,3.0,1.0,Central,2010-08-26,2015-11-19,1,1,7.691149349782785,0.0021888889160156,-6.124361208181488,0.0,0.0,1.0,56.0,0.0,0.0,male,Central,0.0,2459.25927734375,0.0,0.0,0.0,-0.3384094630094798,0.0,0.31810491642081273,-0.3384094630094798,1.0,0.0,0.5481927854372118,0.0,0.24698795091017425,1.0,0.45180721456278816,0.7530120242713136,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1145209646543645,0.1145209646543645,0.2041297591309853,48.0,0,0,0,0,0.6810539701375321,1,default,37.50780020827822,0,0,0.0,0.0
2010,1011889.0,2010-01-01,2010-12-31,27514.814453125,105433.34375,6611.111328125,0.0,0.0,0.0,813414.8125,44962.96484375,0.0,11285.185546875,85088.890625,181103.703125,80129.6328125,44962.96484375,341459.25,908085.1875,17481.482421875,813414.8125,,0.0,364.0,0.0,1992.0,,1.0,0.0,0.0,1946.0,6198.0,male,Domestic,5510.0,55.0,3.0,2.0,West,1992-11-09,,1,0,12.740983624372276,0.34145925,-1.0745269335919976,0.0416610949775839,18.0,0.0,55.0,324.0,0.0,male,West,0.0,918848.15625,0.0,0.0,0.0,0.1316788601970806,0.03304987504914569,0.5303815993416491,0.1316788601970806,0.23466821535073365,0.0,0.007194998741801089,0.8852548780417712,0.09260386500884378,0.11474512195822889,0.9882864555184767,0.019025431245593794,0.8852548780417712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0173393222228023,0.0173393222228023,0.9767101181612741,64.0,0,0,0,0,1.4270832538604736,0,no_default,1.1546081310146212,0,0,0.0416610949775839,0.0017356468347312663
2010,1014183.0,2010-01-01,2010-12-31,10281.4814453125,149503.703125,3622.22216796875,0.0,0.0,0.0,131640.734375,4122.22216796875,0.0,0.0,3151.851806640625,47348.1484375,41422.22265625,3074.073974609375,107381.4765625,277737.03125,11111.111328125,131640.734375,,0.0,364.0,0.0,2001.0,,2.0,0.0,0.5,1949.0,3613.5,mix,Domestic,5510.0,55.0,3.0,2.0,Central,2001-12-21,,1,0,11.58414297469688,0.1073814765625,-2.2313675832673923,-0.1749478689494004,9.0,0.0,55.0,81.0,0.0,mix,Central,0.0,281144.4375,0.0,0.0,0.0,0.03838857780624262,0.0,0.4409340414493334,0.02862760015057299,0.38574830578103225,0.0,0.012883847890352624,0.46823168740445026,0.011210791985314043,0.5317683125955498,0.9878802288236629,0.03952100716246609,0.46823168740445026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0014736829059859436,0.0008195394903810867,0.9759073465006926,61.0,0,0,0,0,0.5833333134651184,0,no_default,4.979001291656563,0,0,-0.1749478689494004,0.030606756849936575
2010,1022796.0,2010-01-01,2010-12-31,1537.0369873046875,8192.5927734375,1577.77783203125,0.0,0.0,0.0,6577.77783203125,-9529.6298828125,0.0,518.5184936523438,4492.5927734375,23648.1484375,7366.66650390625,-9603.7041015625,29155.5546875,10625.92578125,11111.111328125,6577.77783203125,,0.0,364.0,0.0,2001.0,2016.0,1.0,0.0,0.0,1969.0,5201.0,male,Domestic,5630.0,56.0,3.0,1.0,Central,2001-02-01,2016-06-06,1,0,10.280400728942604,0.0291555546875,-3.53510982902167,-0.4296453450845807,9.0,0.0,56.0,81.0,0.0,male,Central,0.0,14770.37060546875,0.0,0.0,0.0,-0.32685469321213717,0.017784552522152858,0.8111026763499987,-0.3293953486564926,0.25266768486708285,0.0,0.10682046335703152,0.4453360046088362,0.3041624948648283,0.5546639953911638,0.7194082034282698,0.7522567730298586,0.4453360046088362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10683399047480031,0.10850129571653233,0.5175481631598908,41.0,0,0,0,0,0.0833333358168602,0,no_default,12.49700150324562,0,0,-0.4296453450845807,0.18459512255284843
2010,1046213.0,2010-01-01,2010-12-31,66444.4453125,2082266.625,1255611.125,1644.4444580078125,0.0,-1644.4444580078125,1495166.625,88403.703125,0.0,1521840.75,72866.6640625,2443781.5,1442751.875,74492.59375,3734748.25,2259755.5,22962.962890625,1495166.625,,0.0,364.0,0.0,1998.0,,1.0,1.0,0.0,1941.0,3469.0,male,Foreign,2920.0,29.0,1.0,3.0,Central,1998-04-07,,1,0,15.13319097133226,3.73474825,1.3176804133679862,0.1153511839716534,12.0,0.0,29.0,144.0,1.0,male,Central,0.0,3577433.25,0.00044030931884306057,0.0,-0.00044030931884306057,0.023670592288248613,0.40748148151619057,0.654336339805501,0.01994581395144907,0.38630498722370377,0.0,0.3509810071229142,0.41794396163785863,0.020368420308750693,0.5820560383621414,0.6316695077399418,0.006418837553607744,0.41794396163785863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9387229626003998e-07,0.0005602969392764947,0.00039783549418582033,0.3990063670084204,69.0,0,0,0,0,6.375,0,no_default,1.7362816717736271,0,0,0.1153511839716534,0.01330589564366223
2010,1056952.0,2010-01-01,2010-12-31,937.0370483398436,17255.5546875,67307.40625,0.0,0.0,0.0,44874.07421875,625.9259033203125,0.0,13918.5185546875,3262.962890625,62866.66796875,13818.5185546875,533.3333129882812,78725.9296875,-5177.77783203125,11111.111328125,44874.07421875,,0.0,364.0,0.0,2007.0,,2.0,0.5,0.0,1946.0,2097.5,male,mix,5610.0,56.0,3.0,2.0,Central,2007-02-15,,1,0,11.273727855204037,0.0787259296875,-2.5417827027602367,0.0527899680861434,3.0,0.0,56.0,9.0,1.0,male,Central,0.0,62129.62890625,0.0,0.0,0.0,0.007950695606960817,0.17679713164311434,0.7985509757496314,0.006774557189801764,0.1755269021215711,0.0,1.0,0.7222652864458979,0.0525186283592426,0.277734713554102,-0.08333830288676303,0.1788375614618755,0.7222652864458979,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.321356063454604e-05,4.5894625117894776e-05,0.006945272728045855,64.0,0,0,0,0,0.2604166567325592,0,no_default,6.460659308051134,0,0,0.0527899680861434,0.0027867807305360383
