year,comp_id,begin,end,amort,curr_assets,curr_liab,extra_exp,extra_inc,extra_profit_loss,fixed_assets,inc_bef_tax,intang_assets,inventories,liq_assets,material_exp,personnel_exp,profit_loss_year,sales,share_eq,subscribed_cap,tang_assets,D,balsheet_flag,balsheet_length,balsheet_notfullyear,founded_year,exit_year,ceo_count,foreign,female,birth_year,inoffice_days,gender,origin,nace_main,ind2,ind,urban_m,region_m,founded_date,exit_date,labor_avg,status_alive,default,ln_sales,sales_mil,sales_mil_log,d1_sales_mil_log,age,new
2010,1001034.0,2010-01-01,2010-12-31,177.77777099609375,2096.29638671875,19629.62890625,0.0,0.0,0.0,637.0370483398438,-7548.14794921875,0.0,0.0,192.59259033203125,10996.2958984375,5081.4814453125,-7548.14794921875,9929.6298828125,-16896.296875,1481.4814453125,637.0370483398438,,0.0,364.0,0.0,1990.0,,2.0,0.0,0.5,1968.0,5686.5,mix,Domestic,5630.0,56.0,3.0,1.0,Central,1990-11-19,,0.0833333358168602,1,1,9.203278483717437,0.0099296298828125,-4.612232074246838,-1.5197441704782322,20.0,0.0
2010,1002029.0,2010-01-01,2010-12-31,22114.814453125,230781.484375,202551.859375,0.0,0.0,0.0,45611.109375,36129.62890625,0.0,107.40740966796876,17788.888671875,742959.25,37888.890625,32559.259765625,843774.0625,102370.3671875,11111.111328125,43166.66796875,,0.0,364.0,0.0,2006.0,,2.0,0.0,0.0,1975.0,3101.0,male,Domestic,2711.0,27.0,2.0,3.0,East,2006-07-03,,0.4791666567325592,1,0,13.64564003928075,0.8437740625,-0.1698705186835242,0.2101380309104003,4.0,0.0
2010,1003200.0,2010-01-01,2010-12-31,74.0740737915039,922.2222290039062,5388.888671875,0.0,0.0,0.0,948.1481323242189,285.1851806640625,0.0,711.111083984375,118.51851654052734,11455.5556640625,1577.77783203125,285.1851806640625,13792.5927734375,-21392.591796875,1851.851806640625,948.1481323242189,,0.0,364.0,0.0,2003.0,2014.0,2.0,0.0,1.0,,1754.0,female,Domestic,5630.0,56.0,3.0,1.0,Central,2003-10-21,2014-08-09,,1,0,9.531886971492462,0.0137925927734375,-4.283623586471813,-0.09447979396657047,7.0,0.0
2010,1004012.0,2010-01-01,2010-12-31,0.0,2670.370361328125,1066.6666259765625,0.0,0.0,0.0,0.0,292.59259033203125,0.0,0.0,651.8518676757812,562.9629516601562,1744.4444580078125,251.8518524169922,2533.333251953125,277.7777709960937,74.0740737915039,0.0,,0.0,364.0,0.0,1991.0,2013.0,1.0,0.0,0.0,,7722.0,male,Domestic,3314.0,33.0,2.0,3.0,West,1991-11-24,2013-06-19,0.0833333358168602,1,1,7.837291205482546,0.002533333251953125,-5.978219352481728,-0.9775344134109796,19.0,0.0
2010,1007261.0,2010-09-08,2010-12-31,0.0,2459.25927734375,1348.148193359375,0.0,0.0,0.0,0.0,-740.74072265625,0.0,0.0,607.4074096679688,696.2963256835938,2200.0,-740.74072265625,2188.888916015625,1111.111083984375,1851.851806640625,0.0,,0.0,114.0,1.0,2010.0,2015.0,1.0,0.0,0.0,1962.0,1539.0,male,Domestic,5610.0,56.0,3.0,1.0,Central,2010-08-26,2015-11-19,,1,1,7.691149349782785,0.002188888916015625,-6.124361208181488,0.0,0.0,1.0
2010,1011889.0,2010-01-01,2010-12-31,27514.814453125,105433.34375,6611.111328125,0.0,0.0,0.0,813414.8125,44962.96484375,0.0,11285.185546875,85088.890625,181103.703125,80129.6328125,44962.96484375,341459.25,908085.1875,17481.482421875,813414.8125,,0.0,364.0,0.0,1992.0,,1.0,0.0,0.0,1946.0,6198.0,male,Domestic,5510.0,55.0,3.0,2.0,West,1992-11-09,,1.4270832538604736,1,0,12.740983624372276,0.34145925,-1.0745269335919976,0.04166109497758397,18.0,0.0
2010,1014183.0,2010-01-01,2010-12-31,10281.4814453125,149503.703125,3622.22216796875,0.0,0.0,0.0,131640.734375,4122.22216796875,0.0,0.0,3151.851806640625,47348.1484375,41422.22265625,3074.073974609375,107381.4765625,277737.03125,11111.111328125,131640.734375,,0.0,364.0,0.0,2001.0,,2.0,0.0,0.5,1949.0,3613.5,mix,Domestic,5510.0,55.0,3.0,2.0,Central,2001-12-21,,0.5833333134651184,1,0,11.584142974696881,0.1073814765625,-2.2313675832673923,-0.1749478689494004,9.0,0.0
2010,1018301.0,2010-01-01,2010-12-31,0.0,1696.2962646484375,42366.66796875,0.0,0.0,0.0,52155.5546875,107.40740966796876,122.22222137451172,244.44444274902344,1451.851806640625,3400.0,540.74072265625,92.59259033203124,5074.07421875,11485.185546875,11111.111328125,52033.33203125,,0.0,364.0,0.0,,,,,,,,,,5630.0,56.0,3.0,2.0,Central,2004-06-29,,0.0833333358168602,1,0,8.531899367318706,0.00507407421875,-5.283611190645567,0.0,,1.0
2010,1022796.0,2010-01-01,2010-12-31,1537.0369873046875,8192.5927734375,1577.77783203125,0.0,0.0,0.0,6577.77783203125,-9529.6298828125,0.0,518.5184936523438,4492.5927734375,23648.1484375,7366.66650390625,-9603.7041015625,29155.5546875,10625.92578125,11111.111328125,6577.77783203125,,0.0,364.0,0.0,2001.0,2016.0,1.0,0.0,0.0,1969.0,5201.0,male,Domestic,5630.0,56.0,3.0,1.0,Central,2001-02-01,2016-06-06,0.0833333358168602,1,0,10.280400728942604,0.0291555546875,-3.53510982902167,-0.42964534508458074,9.0,0.0
2010,1025012.0,2010-01-01,2010-12-31,9677.77734375,128688.890625,86707.40625,0.0,0.0,0.0,18544.4453125,344.4444580078125,0.0,12218.5185546875,6425.92578125,245737.03125,14337.037109375,155.55555725097656,284014.8125,31874.07421875,55.55555725097656,18544.4453125,,0.0,364.0,0.0,,,,,,,,,,3312.0,33.0,2.0,2.0,East,1999-07-26,2015-05-04,0.25,1,1,12.55678167247337,0.2840148125,-1.2587288854909031,0.0,,1.0
